name,SC_bor_SC_bor_L0063_COIF,SC_bor_SC_bor_L0086_COI,SC_bor_SC_bor_L0117_ANOSCOIF,SC_bor_SC_bor_L0224_COI,SC_bor_SC_bor_L0899_COIF,SC_bor_SC_bor_L1176_COIF,SC_bor_SC_bor_L1177_COIF,SC_dis_SC_dis_B022_COI,SC_dis_SC_dis_B023_COI,SC_dis_SC_dis_B024_COI,SC_dis_SC_dis_B025_COI,SC_dis_SC_dis_B026_COIF,SC_dis_SC_dis_B027_COIF,SC_dis_SC_dis_L236_COI,SC_dis_SC_dis_L237_COI,SC_dis_SC_dis_L239_COIF,SC_dis_SC_dis_L242_COIF,SC_dis_SC_dis_L260_COI,SC_dis_SC_dis_L261_COIF,SC_dis_SC_dis_L262_COI,SC_dis_SC_dis_L263_COI,SC_dis_SC_dis_L264_COI,SC_dis_SC_dis_L265_COIF,SC_fas_SC_fas_B011_COI,SC_fas_SC_fas_L0544_COIF,SC_fas_SC_fas_L0629_COIF,SC_fas_SC_fas_L0650_COIF,SC_fas_SC_fas_L082_COI,SC_fas_SC_fas_L0936_COIF,SC_fas_SC_fas_L0951_COI,SC_fas_SC_fas_L0968_COIF,SC_fas_SC_fas_L259_COIF,SC_fas_SC_fas_L541_COI,SC_fas_SC_fas_L542_COI,SC_fas_SC_fas_L626_COI,SC_fas_SC_fas_L698_COI,SC_fas_SC_fas_L918_COI,SC_int_SC_int_B014_COI,SC_int_SC_int_B015_COI,SC_int_SC_int_L012_COIF,SC_int_SC_int_L0217_COI,SC_int_SC_int_L1201_COIF,SC_int_SC_int_L214_COI,SC_int_SC_int_L219_COIF,SC_int_SC_int_L372_COI,SC_jac_SC_jac_L546_COI,SC_kne_SC_kne_B012_COI,SC_kne_SC_kne_L0857_COIF,SC_kne_SC_kne_L0866_COIF,SC_kne_SC_kne_L270_COIF,SC_kne_SC_kne_L361_COI,SC_kne_SC_kne_L363_COI,SC_kne_SC_kne_L365_COI,SC_nas_SC_nas_B016_COI,SC_nas_SC_nas_B017_COI,SC_nas_SC_nas_B018_COI,SC_nas_SC_nas_B019_COI,SC_nas_SC_nas_L0926_COIF,SC_nas_SC_nas_L1066_COI,SC_nas_SC_nas_L1093_ANOSCOIF,SC_nas_SC_nas_L1099_ANOSCOIF,SC_nas_SC_nas_L1100_ANOSCOIF,SC_nas_SC_nas_L1103_ANOSCOIF,SC_nas_SC_nas_L1111_ANOSCOIF,SC_nas_SC_nas_L1178_FISHF,SC_nas_SC_nas_L1179_COIF,SC_nas_SC_nas_L243_COI,SC_nas_SC_nas_L244_COIF,SC_nas_SC_nas_L245_COIF,SC_nas_SC_nas_L889_COI,SC_pla_SC_pla_B135,SC_pla_SC_pla_B136,SC_pla_SC_pla_B137,SC_pla_SC_pla_B138,SC_pla_SC_pla_B139,SC_sco_SC_sco_B156_COI,SC_sco_SC_sco_B214,SC_sco_SC_sco_L0906_COIF,SC_sco_SC_sco_L905_COI,SC_vit_SC_vit_L0613_COIF,SC_vit_SC_vit_L0750_COIF,SC_vit_SC_vit_L100_COI,SC_vit_SC_vit_L197_COIF,SC_vit_SC_vit_L205_COIF,SC_vit_SC_vit_L206_COIF,SC_vit_SC_vit_L207_COI,SC_vit_SC_vit_L208_COIF,SC_vit_SC_vit_L209_COIF,SC_vit_SC_vit_L380_COI,SC_vit_SC_vit_L558_COI,SC_vit_SC_vit_L733_COIF
SC_int_SC_int_L372_COI,1.28797,1.12621,1.28797,1.28797,1.28797,1.12621,1.12537,5.86645,5.86645,5.86645,5.86645,5.72247,5.77402,5.33641,5.68915,5.33641,5.33641,5.33641,5.33641,5.33641,5.33641,5.33641,5.33641,2.76973,3.27393,2.76973,2.76973,3.1053,3.1053,2.76973,2.76973,2.93723,2.76973,2.76973,2.76973,2.76973,2.76973,0.15968,0.15968,0.15968,0.15968,0.15968,0.15968,0.15968,0.0,10.03153,9.51047,9.5769,9.60964,9.32072,9.32072,9.32072,9.32072,9.48546,9.1081,9.01348,9.48546,9.48546,9.29643,9.50549,9.31676,9.50452,9.29643,9.29643,9.29643,9.66303,9.48546,9.48546,9.48546,9.48546,9.35982,9.69107,10.07146,10.29953,9.80035,4.2863,4.2863,4.63317,4.46046,2.60278,2.43639,3.60912,3.27071,3.60912,3.77919,3.60912,3.60912,3.60912,3.77919,2.76973,2.43639
SC_jac_SC_jac_L546_COI,9.47364,9.48546,9.47364,9.47364,9.47364,9.48546,9.66303,12.41028,12.41028,12.41028,12.41028,13.11505,12.5897,11.81147,12.20987,11.81147,11.81147,11.81147,11.81147,11.81147,11.81147,11.81147,11.81147,10.45563,10.26258,10.45563,10.45563,10.45563,10.45563,10.45563,10.45563,10.64943,10.45563,10.45563,10.45563,10.45563,10.45563,9.85315,9.85315,9.85315,9.85315,9.85315,9.85315,9.85315,10.03153,0.0,7.47113,7.5223,7.47094,7.28864,7.28864,7.28864,7.28864,6.74516,7.10683,6.99668,6.74516,7.10683,6.5653,6.88466,6.89655,6.97693,6.92567,6.5653,6.92567,7.64459,7.10683,7.10683,7.10683,7.10683,0.16722,0.0,0.0,0.16367,0.0,10.10881,10.10881,10.45563,10.26258,10.07027,10.26258,9.86569,9.48546,10.0569,9.67522,10.0569,9.86569,9.86569,9.67522,9.8787,10.26258
SC_kne_SC_kne_B012_COI,8.58023,8.59208,8.58023,8.58023,8.58023,8.59208,8.39366,10.08409,10.08409,10.08409,10.08409,10.41847,10.22679,10.27677,10.27677,10.27677,10.27677,10.27677,10.27677,10.27677,10.27677,10.27677,10.27677,9.14414,9.33354,9.14414,9.14414,9.52365,9.52365,9.14414,9.14414,9.33354,9.14414,9.14414,9.14414,9.14414,9.14414,9.33354,9.33354,9.33354,9.33354,9.33354,9.33354,9.33354,9.51047,7.47113,0.0,0.0,0.16722,0.15974,0.15974,0.15974,0.15974,2.27758,2.61147,2.46839,2.27758,2.61147,2.44425,2.32294,2.15702,2.23875,2.44425,2.44425,2.44425,2.60818,2.27758,2.27758,2.27758,2.61147,7.07991,7.42125,7.65507,7.2922,7.54484,8.53697,8.53697,8.9317,8.74443,9.14414,8.95547,9.13168,9.13168,8.94336,8.94336,8.94336,9.13168,9.13168,9.13168,9.33354,8.95547
SC_kne_SC_kne_L0857_COIF,8.63967,8.65168,8.63967,8.63967,8.63967,8.65168,8.4517,10.15494,10.15494,10.15494,10.15494,10.41847,10.22679,10.34911,10.34911,10.34911,10.34911,10.34911,10.34911,10.34911,10.34911,10.34911,10.34911,9.01774,9.20786,9.01774,9.01774,9.3987,9.3987,9.01774,9.01774,9.20786,9.01774,9.01774,9.01774,9.01774,9.01774,9.3987,9.3987,9.3987,9.3987,9.3987,9.3987,9.3987,9.5769,7.5223,0.0,0.0,0.16722,0.16077,0.16077,0.16077,0.16077,2.2925,2.62864,2.48474,2.2925,2.62864,2.46029,2.32294,2.17143,2.23875,2.46029,2.46029,2.46029,2.6253,2.2925,2.2925,2.2925,2.62864,7.11776,7.47417,7.65507,7.34328,7.58483,8.59827,8.59827,8.99364,8.80496,9.20786,9.01774,9.19522,9.19522,9.00546,9.00546,9.00546,9.19522,9.19522,9.19522,9.3987,9.01774
SC_kne_SC_kne_L0866_COIF,8.81754,8.83025,8.81754,8.81754,8.81754,8.83025,8.62146,10.02553,10.02553,10.02553,10.02553,10.21228,10.02553,10.22755,10.22755,10.22755,10.22755,10.22755,10.22755,10.22755,10.22755,10.22755,10.22755,9.02749,9.22551,9.02749,9.02749,9.42432,9.42432,9.02749,9.02749,9.22551,9.02749,9.02749,9.02749,9.02749,9.02749,9.60964,9.60964,9.60964,9.60964,9.60964,9.60964,9.60964,9.60964,7.47094,0.16722,0.16722,0.0,0.0,0.0,0.0,0.0,2.04131,2.38974,2.23811,2.04131,2.38974,2.21522,2.04131,1.91017,1.95083,2.21522,2.21522,2.21522,2.3863,2.04131,2.04131,2.04131,2.38974,7.04694,7.41848,7.43815,7.26993,7.49296,8.58969,8.58969,9.00178,8.80531,9.22551,9.02749,9.01439,9.01439,8.81754,8.81754,8.81754,9.01439,9.01439,9.01439,9.42432,9.02749
SC_kne_SC_kne_L270_COIF,8.39366,8.40516,8.39366,8.39366,8.39366,8.40516,8.20779,9.89215,9.89215,9.89215,9.89215,10.21228,10.03186,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,8.95547,9.14414,8.95547,8.95547,9.33354,9.33354,8.95547,8.95547,9.14414,8.95547,8.95547,8.95547,8.95547,8.95547,9.14414,9.14414,9.14414,9.14414,9.14414,9.14414,9.14414,9.32072,7.28864,0.15974,0.16077,0.0,0.0,0.0,0.0,0.0,2.11147,2.44425,2.30004,2.11147,2.44425,2.27758,2.15345,1.98781,2.06301,2.27758,2.27758,2.27758,2.44123,2.11147,2.11147,2.11147,2.44425,6.89052,7.2315,7.43815,7.10598,7.35616,8.34392,8.34392,8.74443,8.55787,8.95547,8.7675,8.94336,8.94336,8.75574,8.75574,8.75574,8.94336,8.94336,8.94336,9.14414,8.7675
SC_kne_SC_kne_L361_COI,8.39366,8.40516,8.39366,8.39366,8.39366,8.40516,8.20779,9.89215,9.89215,9.89215,9.89215,10.21228,10.03186,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,8.95547,9.14414,8.95547,8.95547,9.33354,9.33354,8.95547,8.95547,9.14414,8.95547,8.95547,8.95547,8.95547,8.95547,9.14414,9.14414,9.14414,9.14414,9.14414,9.14414,9.14414,9.32072,7.28864,0.15974,0.16077,0.0,0.0,0.0,0.0,0.0,2.11147,2.44425,2.30004,2.11147,2.44425,2.27758,2.15345,1.98781,2.06301,2.27758,2.27758,2.27758,2.44123,2.11147,2.11147,2.11147,2.44425,6.89052,7.2315,7.43815,7.10598,7.35616,8.34392,8.34392,8.74443,8.55787,8.95547,8.7675,8.94336,8.94336,8.75574,8.75574,8.75574,8.94336,8.94336,8.94336,9.14414,8.7675
SC_kne_SC_kne_L363_COI,8.39366,8.40516,8.39366,8.39366,8.39366,8.40516,8.20779,9.89215,9.89215,9.89215,9.89215,10.21228,10.03186,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,8.95547,9.14414,8.95547,8.95547,9.33354,9.33354,8.95547,8.95547,9.14414,8.95547,8.95547,8.95547,8.95547,8.95547,9.14414,9.14414,9.14414,9.14414,9.14414,9.14414,9.14414,9.32072,7.28864,0.15974,0.16077,0.0,0.0,0.0,0.0,0.0,2.11147,2.44425,2.30004,2.11147,2.44425,2.27758,2.15345,1.98781,2.06301,2.27758,2.27758,2.27758,2.44123,2.11147,2.11147,2.11147,2.44425,6.89052,7.2315,7.43815,7.10598,7.35616,8.34392,8.34392,8.74443,8.55787,8.95547,8.7675,8.94336,8.94336,8.75574,8.75574,8.75574,8.94336,8.94336,8.94336,9.14414,8.7675
SC_kne_SC_kne_L365_COI,8.39366,8.40516,8.39366,8.39366,8.39366,8.40516,8.20779,9.89215,9.89215,9.89215,9.89215,10.21228,10.03186,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,8.95547,9.14414,8.95547,8.95547,9.33354,9.33354,8.95547,8.95547,9.14414,8.95547,8.95547,8.95547,8.95547,8.95547,9.14414,9.14414,9.14414,9.14414,9.14414,9.14414,9.14414,9.32072,7.28864,0.15974,0.16077,0.0,0.0,0.0,0.0,0.0,2.11147,2.44425,2.30004,2.11147,2.44425,2.27758,2.15345,1.98781,2.06301,2.27758,2.27758,2.27758,2.44123,2.11147,2.11147,2.11147,2.44425,6.89052,7.2315,7.43815,7.10598,7.35616,8.34392,8.34392,8.74443,8.55787,8.95547,8.7675,8.94336,8.94336,8.75574,8.75574,8.75574,8.94336,8.94336,8.94336,9.14414,8.7675
SC_nas_SC_nas_B016_COI,8.9317,8.94336,8.9317,8.9317,8.9317,8.94336,8.74443,10.27677,10.27677,10.27677,10.27677,10.60899,10.42249,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,8.95547,9.14414,8.95547,8.95547,9.33354,9.33354,8.95547,8.95547,9.14414,8.95547,8.95547,8.95547,8.95547,8.95547,9.30835,9.30835,9.30835,9.30835,9.30835,9.30835,9.30835,9.48546,6.74516,2.27758,2.2925,2.04131,2.11147,2.11147,2.11147,2.11147,0.0,0.96621,0.81171,0.0,0.96621,0.15974,0.0,0.0,0.0,0.80388,0.15974,0.80388,1.61846,0.32,0.32,0.32,0.96621,6.51387,6.85414,7.21124,6.36796,6.79435,7.98067,7.98067,8.20779,8.0226,8.95547,8.7675,8.56883,8.56883,8.38261,8.38261,8.38261,8.56883,8.56883,8.56883,9.14414,8.7675
SC_nas_SC_nas_B017_COI,8.74443,8.56883,8.74443,8.74443,8.74443,8.56883,8.37199,9.51047,9.51047,9.51047,9.51047,9.78761,9.64426,8.94336,9.32072,8.94336,8.94336,8.94336,8.94336,8.94336,8.94336,8.94336,8.94336,8.58023,8.7675,8.58023,8.58023,8.95547,8.95547,8.58023,8.58023,8.7675,8.58023,8.58023,8.58023,8.58023,8.58023,8.9317,8.9317,8.9317,8.9317,8.9317,8.9317,8.9317,9.1081,7.10683,2.61147,2.62864,2.38974,2.44425,2.44425,2.44425,2.44425,0.96621,0.0,0.0,0.96621,0.32,0.80388,0.98525,0.82104,0.85181,0.15974,0.80388,0.15974,1.29059,1.29248,1.29248,1.29248,0.32,6.70184,7.04246,7.21124,6.92045,7.35616,8.17298,8.17298,8.20779,8.0226,8.58023,8.39366,8.19708,8.19708,8.38261,8.01223,8.38261,8.19708,8.19708,8.19708,8.7675,8.39366
SC_nas_SC_nas_B018_COI,8.64686,8.46973,8.64686,8.64686,8.64686,8.46973,8.27162,9.41852,9.41852,9.41852,9.41852,9.69185,9.55217,8.84709,9.22732,8.84709,8.84709,8.84709,8.84709,8.84709,8.84709,8.84709,8.84709,8.48102,8.6697,8.48102,8.48102,8.85909,8.85909,8.48102,8.48102,8.6697,8.48102,8.48102,8.48102,8.48102,8.48102,8.83554,8.83554,8.83554,8.83554,8.83554,8.83554,8.83554,9.01348,6.99668,2.46839,2.48474,2.23811,2.30004,2.30004,2.30004,2.30004,0.81171,0.0,0.0,0.81171,0.16129,0.64831,0.82783,0.82104,0.85181,0.0,0.64831,0.0,1.13846,1.14011,1.14011,1.14011,0.16129,6.70184,7.04246,7.21124,6.77073,7.20604,8.17298,8.17298,8.29305,8.10578,8.48102,8.29305,8.09519,8.09519,8.28211,7.90897,8.28211,8.09519,8.09519,8.09519,8.6697,8.29305
SC_nas_SC_nas_B019_COI,8.9317,8.94336,8.9317,8.9317,8.9317,8.94336,8.74443,10.27677,10.27677,10.27677,10.27677,10.60899,10.42249,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,8.95547,9.14414,8.95547,8.95547,9.33354,9.33354,8.95547,8.95547,9.14414,8.95547,8.95547,8.95547,8.95547,8.95547,9.30835,9.30835,9.30835,9.30835,9.30835,9.30835,9.30835,9.48546,6.74516,2.27758,2.2925,2.04131,2.11147,2.11147,2.11147,2.11147,0.0,0.96621,0.81171,0.0,0.96621,0.15974,0.0,0.0,0.0,0.80388,0.15974,0.80388,1.61846,0.32,0.32,0.32,0.96621,6.51387,6.85414,7.21124,6.36796,6.79435,7.98067,7.98067,8.20779,8.0226,8.95547,8.7675,8.56883,8.56883,8.38261,8.38261,8.38261,8.56883,8.56883,8.56883,9.14414,8.7675
SC_nas_SC_nas_L0926_COIF,9.11967,8.94336,9.11967,9.11967,9.11967,8.94336,8.74443,9.89215,9.89215,9.89215,9.89215,10.19661,10.03186,9.32072,9.70095,9.32072,9.32072,9.32072,9.32072,9.32072,9.32072,9.32072,9.32072,8.95547,9.14414,8.95547,8.95547,9.33354,9.33354,8.95547,8.95547,9.14414,8.95547,8.95547,8.95547,8.95547,8.95547,9.30835,9.30835,9.30835,9.30835,9.30835,9.30835,9.30835,9.48546,7.10683,2.61147,2.62864,2.38974,2.44425,2.44425,2.44425,2.44425,0.96621,0.32,0.16129,0.96621,0.0,0.80388,0.98525,0.98687,1.02393,0.15974,0.80388,0.15974,1.29059,1.29248,1.29248,1.29248,0.0,6.89052,7.2315,7.42675,6.92045,7.35616,8.36603,8.36603,8.58023,8.39366,8.95547,8.7675,8.56883,8.56883,8.75574,8.38261,8.75574,8.56883,8.56883,8.56883,9.14414,8.7675
SC_nas_SC_nas_L1066_COI,8.74443,8.75574,8.74443,8.74443,8.74443,8.75574,8.55787,10.4702,10.4702,10.4702,10.4702,10.81646,10.61895,9.89215,10.27677,9.89215,9.89215,9.89215,9.89215,9.89215,9.89215,9.89215,9.89215,8.7675,8.95547,8.7675,8.7675,9.14414,9.14414,8.7675,8.7675,8.95547,8.7675,8.7675,8.7675,8.7675,8.7675,9.11967,9.11967,9.11967,9.11967,9.11967,9.11967,9.11967,9.29643,6.5653,2.44425,2.46029,2.21522,2.27758,2.27758,2.27758,2.27758,0.15974,0.80388,0.64831,0.15974,0.80388,0.0,0.16287,0.16313,0.1692,0.64206,0.0,0.64206,1.45425,0.48077,0.48077,0.48077,0.80388,6.3266,6.66652,6.99664,6.18514,6.60848,8.17298,8.17298,8.39366,8.20779,8.7675,8.58023,8.38261,8.38261,8.56883,8.19708,8.56883,8.38261,8.38261,8.38261,8.95547,8.58023
SC_nas_SC_nas_L1093_ANOSCOIF,9.12013,9.1323,9.12013,9.12013,9.12013,9.1323,8.92856,10.31458,10.31458,10.31458,10.31458,10.60899,10.31458,10.11773,10.11773,10.11773,10.11773,10.11773,10.11773,10.11773,10.11773,10.11773,10.11773,8.95263,9.14494,8.95263,8.95263,9.33799,9.33799,8.95263,8.95263,9.14494,8.95263,8.95263,8.95263,8.95263,8.95263,9.50549,9.50549,9.50549,9.50549,9.50549,9.50549,9.50549,9.50549,6.88466,2.32294,2.32294,2.04131,2.15345,2.15345,2.15345,2.15345,0.0,0.98525,0.82783,0.0,0.98525,0.16287,0.0,0.0,0.0,0.81969,0.16287,0.81969,1.65051,0.32627,0.32627,0.32627,0.98525,6.64267,7.00201,7.21124,6.49099,6.91499,8.15455,8.15455,8.3801,8.19071,9.14494,8.95263,8.74916,8.74916,8.55868,8.55868,8.55868,8.74916,8.74916,8.74916,9.33799,8.95263
SC_nas_SC_nas_L1099_ANOSCOIF,8.75305,8.76453,8.75305,8.75305,8.75305,8.76453,8.56258,10.1212,10.1212,10.1212,10.1212,10.44929,10.26752,9.92512,9.92512,9.92512,9.92512,9.92512,9.92512,9.92512,9.92512,9.92512,9.92512,8.77647,8.96841,8.77647,8.77647,9.16109,9.16109,8.77647,8.77647,8.96841,8.77647,8.77647,8.77647,8.77647,8.77647,9.1362,9.1362,9.1362,9.1362,9.1362,9.1362,9.1362,9.31676,6.89655,2.15702,2.17143,1.91017,1.98781,1.98781,1.98781,1.98781,0.0,0.82104,0.82104,0.0,0.98687,0.16313,0.0,0.0,0.0,0.82104,0.16313,0.82104,1.65324,0.3268,0.3268,0.3268,0.98687,6.51387,6.85414,7.21124,6.47961,6.91499,7.98067,7.98067,8.20504,8.016,8.77647,8.58527,8.38358,8.38358,8.19418,8.19418,8.19418,8.38358,8.38358,8.38358,8.96841,8.58527
SC_nas_SC_nas_L1100_ANOSCOIF,9.10452,9.11696,9.10452,9.10452,9.10452,9.11696,8.90571,10.32914,10.32914,10.32914,10.32914,10.47796,10.32914,10.12506,10.12506,10.12506,10.12506,10.12506,10.12506,10.12506,10.12506,10.12506,10.12506,8.9303,8.9303,8.9303,8.9303,9.1299,9.1299,8.9303,8.9303,9.1299,8.9303,8.9303,8.9303,8.9303,8.9303,9.50452,9.50452,9.50452,9.50452,9.50452,9.50452,9.50452,9.50452,6.97693,2.23875,2.23875,1.95083,2.06301,2.06301,2.06301,2.06301,0.0,0.85181,0.85181,0.0,1.02393,0.1692,0.0,0.0,0.0,0.85181,0.1692,0.85181,1.71565,0.33898,0.33898,0.33898,1.02393,6.66663,7.02728,7.21124,6.54541,6.97275,8.13977,8.13977,8.33623,8.13977,9.1299,8.9303,8.71934,8.71934,8.52171,8.52171,8.52171,8.71934,8.71934,8.71934,9.3303,8.9303
SC_nas_SC_nas_L1103_ANOSCOIF,8.9317,8.75574,8.9317,8.9317,8.9317,8.75574,8.55787,9.70095,9.70095,9.70095,9.70095,9.9917,9.83768,9.13168,9.51047,9.13168,9.13168,9.13168,9.13168,9.13168,9.13168,9.13168,9.13168,8.7675,8.95547,8.7675,8.7675,9.14414,9.14414,8.7675,8.7675,8.95547,8.7675,8.7675,8.7675,8.7675,8.7675,9.11967,9.11967,9.11967,9.11967,9.11967,9.11967,9.11967,9.29643,6.92567,2.44425,2.46029,2.21522,2.27758,2.27758,2.27758,2.27758,0.80388,0.15974,0.0,0.80388,0.15974,0.64206,0.81969,0.82104,0.85181,0.0,0.64206,0.0,1.12745,1.12908,1.12908,1.12908,0.15974,6.70184,7.04246,7.21124,6.7356,7.16819,8.17298,8.17298,8.39366,8.20779,8.7675,8.58023,8.38261,8.38261,8.56883,8.19708,8.56883,8.38261,8.38261,8.38261,8.95547,8.58023
SC_nas_SC_nas_L1111_ANOSCOIF,8.74443,8.75574,8.74443,8.74443,8.74443,8.75574,8.55787,10.4702,10.4702,10.4702,10.4702,10.81646,10.61895,9.89215,10.27677,9.89215,9.89215,9.89215,9.89215,9.89215,9.89215,9.89215,9.89215,8.7675,8.95547,8.7675,8.7675,9.14414,9.14414,8.7675,8.7675,8.95547,8.7675,8.7675,8.7675,8.7675,8.7675,9.11967,9.11967,9.11967,9.11967,9.11967,9.11967,9.11967,9.29643,6.5653,2.44425,2.46029,2.21522,2.27758,2.27758,2.27758,2.27758,0.15974,0.80388,0.64831,0.15974,0.80388,0.0,0.16287,0.16313,0.1692,0.64206,0.0,0.64206,1.45425,0.48077,0.48077,0.48077,0.80388,6.3266,6.66652,6.99664,6.18514,6.60848,8.17298,8.17298,8.39366,8.20779,8.7675,8.58023,8.38261,8.38261,8.56883,8.19708,8.56883,8.38261,8.38261,8.38261,8.95547,8.58023
SC_nas_SC_nas_L1178_FISHF,8.9317,8.75574,8.9317,8.9317,8.9317,8.75574,8.55787,9.70095,9.70095,9.70095,9.70095,9.9917,9.83768,9.13168,9.51047,9.13168,9.13168,9.13168,9.13168,9.13168,9.13168,9.13168,9.13168,8.7675,8.95547,8.7675,8.7675,9.14414,9.14414,8.7675,8.7675,8.95547,8.7675,8.7675,8.7675,8.7675,8.7675,9.11967,9.11967,9.11967,9.11967,9.11967,9.11967,9.11967,9.29643,6.92567,2.44425,2.46029,2.21522,2.27758,2.27758,2.27758,2.27758,0.80388,0.15974,0.0,0.80388,0.15974,0.64206,0.81969,0.82104,0.85181,0.0,0.64206,0.0,1.12745,1.12908,1.12908,1.12908,0.15974,6.70184,7.04246,7.21124,6.7356,7.16819,8.17298,8.17298,8.39366,8.20779,8.7675,8.58023,8.38261,8.38261,8.56883,8.19708,8.56883,8.38261,8.38261,8.38261,8.95547,8.58023
SC_nas_SC_nas_L1179_COIF,9.1081,9.11967,9.1081,9.1081,9.1081,9.11967,8.92049,10.26258,10.26258,10.26258,10.26258,10.59299,10.40788,9.68786,10.07027,9.68786,9.68786,9.68786,9.68786,9.68786,9.68786,9.68786,9.68786,9.34681,9.53728,9.34681,9.34681,9.72849,9.72849,9.34681,9.34681,9.53728,9.34681,9.34681,9.34681,9.34681,9.34681,9.48546,9.48546,9.48546,9.48546,9.48546,9.48546,9.48546,9.66303,7.64459,2.60818,2.6253,2.3863,2.44123,2.44123,2.44123,2.44123,1.61846,1.29059,1.13846,1.61846,1.29059,1.45425,1.65051,1.65324,1.71565,1.12745,1.45425,1.12745,0.0,1.61846,1.61846,1.61846,1.29059,7.45127,7.60187,7.84887,7.4696,7.53515,8.35473,8.35473,8.56883,8.38261,8.59208,8.40516,8.20779,8.58023,8.7675,8.0226,8.7675,8.20779,8.20779,8.58023,8.77969,8.40516
SC_nas_SC_nas_L243_COI,8.9317,8.94336,8.9317,8.9317,8.9317,8.94336,8.74443,10.27677,10.27677,10.27677,10.27677,10.60899,10.42249,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,10.08409,8.95547,9.14414,8.95547,8.95547,9.33354,9.33354,8.95547,8.95547,9.14414,8.95547,8.95547,8.95547,8.95547,8.95547,9.30835,9.30835,9.30835,9.30835,9.30835,9.30835,9.30835,9.48546,7.10683,2.27758,2.2925,2.04131,2.11147,2.11147,2.11147,2.11147,0.32,1.29248,1.14011,0.32,1.29248,0.48077,0.32627,0.3268,0.33898,1.12908,0.48077,1.12908,1.61846,0.0,0.0,0.0,1.29248,6.89052,7.2315,7.6432,6.7356,7.16819,7.7891,7.7891,8.0226,7.8381,8.95547,8.7675,8.56883,8.56883,8.38261,8.38261,8.38261,8.56883,8.56883,8.56883,9.14414,8.7675
